NAME	earlytrophozoite	latering	latetrophozoite	earlyschizont	earlyring	lateschizont	gametocyte(developing)	gametocyte(female)	gametocyte(male)
PF3D7_0101300	2416.751687	1	1	1	1	1	1	1	1
PF3D7_0102200	2664.833301	19414.83502	1305.992084	1650.944845	23354.57615	1879.480589	1374.761413	698.9107976	794.2723829
PF3D7_0102300	550.5181827	1	591.6779024	169.499558	1	1	166.2345948	1	62.42131095
PF3D7_0102500	1	1	1	1	6151.149291	1810.494741	1	1	1
PF3D7_0102600	1	1	1	1	1	1	119.6839962	1	1
PF3D7_0102700	1	341.6275492	1	1	214.3277985	1	1	1	1
PF3D7_0102800	143.0193493	1	162.3698778	1	1	1	177.2356721	1	1
PF3D7_0102900	726.1660311	301.3198381	269.2837441	117.9755478	1	1	303.0912491	1	77.48277333
PF3D7_0103000	1	1	1	1	1	1	1	1	89.11648274
PF3D7_0103100	1	1	126.4008281	266.4829174	1	1	108.3985861	178.2245321	95.27090347
PF3D7_0103700	1	1	1	1	1	1	192.0468158	149.3980176	135.9938072
PF3D7_0103800	1	1	1	1	1	1	1	106.6212481	1
PF3D7_0103900	227.9285346	1	329.0276204	89.77657967	1	1	199.7390212	1	1
PF3D7_0104100	1	1	68.76693247	151.1909959	1	1	1	1	1
PF3D7_0104200	162.6191258	1	127.8174308	75.53673324	2001.516372	659.8564447	127.1144368	93.46876637	1
PF3D7_0104300	933.599516	3387.812229	642.1068926	367.7695985	10791.27495	1185.425679	981.2268948	253.2458303	613.1601434
PF3D7_0104500	501.8484326	260.5434345	123.7598599	1	1	1	247.974838	1	68.4983107
PF3D7_0104800	1	1	72.06185207	57.05330735	163.0471895	130.4444567	1	1	1
PF3D7_0105300	1	1	55.15077636	252.5902952	1	265.6373742	1	1	1
PF3D7_0105500	51.80373929	1	1	1	1	1	1	71.61977466	1
PF3D7_0106000	1	1	137.9623349	366.2334222	1	275.4464246	1	142.7394981	1
PF3D7_0106200	1	1	131.5686133	352.5980485	1	1	1	1	1
PF3D7_0106400	307.6694832	610.1750851	113.1984548	1	1	1	398.4965867	240.8230669	139.2256432
PF3D7_0107100	152.9479791	1	103.9757217	1	1	1	191.6018595	1	101.2497919
PF3D7_0107500	564.6165105	1299.382115	493.1432502	229.4500718	6283.466087	278.5284027	386.0373087	109.7898699	317.5125387
PF3D7_0107600	1	1	1	1	1	1	201.2403624	329.4089768	631.9678087
PF3D7_0107700	1	1	63.84656079	1	1	1	192.6667403	256.042643	228.2171175
PF3D7_0107900	135.6892606	1	78.53743863	1	1	1	195.5258315	163.1802043	1
PF3D7_0108000	76.7799909	1	108.6380051	90.67250813	1	1	110.6286846	1	1
PF3D7_0108400_1	1	1	1	1	1	1	121.4729363	1	1
PF3D7_0108500	709.3653105	5294.375674	458.702501	379.4714397	7012.976633	406.6188213	527.3125971	263.9383865	329.3697284
PF3D7_0108600	60.90521212	1	153.9930066	53.53313174	1	1	1	164.7942228	1
PF3D7_0109000	1	1	1	1	1625.326615	563.4267283	1	293.6024041	193.8958546
PF3D7_0109100	1	1	1	1	232.2532796	119.4755172	1	807.0089416	1
PF3D7_0109200	114.2805806	1	135.0007128	1	1	1	1	1	78.74099325
PF3D7_0109300	1	1	1	1	1	1	231.6883233	191.7118804	1
PF3D7_0109400	166.5896355	1	1	1	1	1	354.2069114	1160.568934	1165.448755
PF3D7_0109500	1	1	1	1	1	1	1	299.9434362	1
PF3D7_0109600	85.09739163	1	1	1	1	1	233.7276958	98.77661257	1
PF3D7_0109850	1	1	361.9470607	277.1059711	1	1	98.83394507	59.03981381	98.45398693
PF3D7_0109950	1	1	1	1	1	1	113.1060848	79.23248262	1
PF3D7_0110000	1	1	1	1	1	1	122.1346279	3985.447515	383.2693136
PF3D7_0110100	1	1	83.26245978	1	1	1	140.0788664	66.52329475	81.11395134
PF3D7_0110200	1	1	54.80151332	1	1	1	87.47983891	77.36135729	1
PF3D7_0110700	603.5744654	1	270.6323682	1	1	1	501.7638006	85.10563158	1175.660818
PF3D7_0110900	76.56137059	1	1	1	1	1	1	1	1
PF3D7_0111000	1	1	97.54670026	224.3704353	1	129.6520359	231.0737011	151.8622368	1095.175867
PF3D7_0111200	1	1	55.82663007	1	1	1	1	1	1
PF3D7_0111500	243.8117463	1	203.3905105	268.1195429	1	491.0109149	132.4298771	1	121.3348447
PF3D7_0111600	1	1	1	1	1	1	1	103.0991683	74.42939684
PF3D7_0111800	191.5947461	1	106.5816247	1	1	1	220.1371607	67.43846443	1
PF3D7_0112000	150.866987	1	124.8492279	1	1	1	95.0002013	1	111.2253621
PF3D7_0112200	1016.692804	1	733.079022	88.05365632	1	1	1	1	1
PF3D7_0112900	1	1	1	1	197.7068823	1	1	1	1
PF3D7_0113000	5539.048531	7167.006576	554.0347029	221.9490226	251.7344826	87.43817663	525.3133919	1	147.2300684
PF3D7_0113100	1	1	1	1	1	1	101.9888398	1	61.61600381
PF3D7_0113200	552.6613443	1	415.8264258	245.3198571	1	1	131.0185918	1	1
PF3D7_0113300	77.7249109	439.5618295	1	1	130.4214632	1	79.72020329	1	1
PF3D7_0113400	1	1	1	1	1	1	226.9251978	1	149.050163
PF3D7_0113700	1	164.6844748	1	1	1	1	1	1	1
PF3D7_0113800	1	1	117.5039788	161.9457357	1	1	1	1	1
PF3D7_0114000	1	1	1	210.1523521	1	1	204.4350642	661.236333	1206.419577
PF3D7_0201500	277.83198	1	114.5271875	1	1	1	1	1	1
PF3D7_0201600	327.4443821	603.3942876	1	1	1	1	1	1	1
PF3D7_0201700	144.263206	871.0301759	1	1	485.0002812	1	1	1	1
PF3D7_0201800	217.6589779	611.7836686	1	1	1	1	1	1	1
PF3D7_0201900	1086.469226	692.4801189	561.571736	269.6772363	1	1	1	1	1
PF3D7_0202000	4408.605857	9207.062572	1475.145641	658.6721899	881.1537289	215.6748495	495.6652954	1	261.1094237
PF3D7_0202100	1	503.0983334	1	1	2320.83183	181.0485093	1	1	1
PF3D7_0202200	1	565.7983804	1	1	331.5981385	1	1	1	1
PF3D7_0202300	85.47067559	1	1	1	1	1	1	1	1
PF3D7_0202400	169.4278101	260.5980902	389.3738997	170.7329237	1	1	1	1	1
PF3D7_0202500	916.9724938	5187.948748	779.5061709	378.500593	15750.09962	632.2670509	606.665946	184.5670568	326.5481829
PF3D7_0202700	133.4948377	1	126.5867873	103.7633974	1	1	145.3149927	1	1
PF3D7_0202800	1	1	81.63271544	120.3262094	1	1	1	1	68.94148633
PF3D7_0202900	1	1	124.4954524	128.796917	1	1	1	1	73.605969
PF3D7_0203000	95.09390236	1	245.2434177	323.4515797	389.4962038	1166.416826	162.7651478	127.3637457	145.8348338
PF3D7_0203100	1	1	1	1	439.1293013	2101.154086	217.3976404	508.1219571	477.2994161
PF3D7_0203600	1	1	70.8163209	1	1	1	1	1	155.2389451
PF3D7_0203700	354.8054208	786.2200465	98.72068383	1	248.1474513	1	296.8374802	187.8549273	55.22855802
PF3D7_0203800	1	1	1	1	1	1	1	399.5856221	71.33842028
PF3D7_0204000	1	1	58.1081544	1	1	1	1	61.54985245	479.2256987
PF3D7_0204200	318.11391	243.7673654	169.5820676	106.1782392	1663.083392	400.3452477	244.1790912	181.2284222	110.2972339
PF3D7_0204300	1	1	66.04142511	1	1	1	1	1	661.1239483
PF3D7_0204400	1	1	1	1	1	1	1	1	87.37675459
PF3D7_0204500	232.5794359	226.8225206	105.980446	79.29946389	1	1	1	1	1
PF3D7_0204600	75.4400241	1	88.78308972	1	1	1	130.38031	1	1
PF3D7_0204700	103.7168069	1	77.87528438	65.96234733	1	81.72614709	240.3472451	1	1
PF3D7_0204900	1	1	116.7986074	1	1	1	148.1837026	84.9583321	1
PF3D7_0205000	1	1	1	1	1	1	164.5427721	182.6083054	1129.506802
PF3D7_0205100	1	1	1	1	1	1	330.2645821	405.8908454	932.8578852
PF3D7_0205200	1	1	1	1	1	1	1	1	237.3316199
PF3D7_0205300	1	1	1	1	1	1	1	1	544.1381562
PF3D7_0205400	244.1952815	159.7988679	71.61648765	1	1	1	138.3909956	1	1
PF3D7_0205600	1	1	118.7975999	1	1	1	97.15829065	1	243.2219928
PF3D7_0205700_1	172.2275286	665.2411273	175.0708891	113.5951647	130.9018627	1	89.35739626	177.1210615	1
PF3D7_0205800	1	1	190.2401609	134.1881924	1	1	1	91.36216992	1
PF3D7_0206000	199.6316322	208.0402753	186.8338448	183.5947292	1228.700856	323.4643675	240.7561162	116.6972934	165.0117534
PF3D7_0206100	94.14322446	1	1	1	148.4194083	1	1	1	1
PF3D7_0206200	1	1	1	52.17605303	1181.256623	355.754157	1	203.363161	146.0533672
PF3D7_0206700	174.5152846	197.9031191	1	1	1	1	103.4047636	1	1
PF3D7_0206800	1	1	174.1515363	1659.304761	333.9021377	3920.569659	1	1	1
PF3D7_0206900_1	1	1	1	1	285.4321005	242.2498671	1	1	1
PF3D7_0207000	389.7255197	1	975.452524	1769.705323	274.9998492	2786.354152	327.1313044	208.0995601	1
PF3D7_0207100	332.5063763	1	816.1184653	425.4913382	1161.801848	3335.664506	338.2856099	379.1232086	433.9176802
PF3D7_0207200	1	1	1	1	1	263.6271769	1	1	1
PF3D7_0207400	1	1	881.5767895	520.9508708	1	1	1	1	1
PF3D7_0207500	1	1	1200.004566	1045.839691	1	1	1	1	1
PF3D7_0207600	187.9243641	1	6008.065555	16192.18455	92.6051126	583.2342212	1	1	1
PF3D7_0207700	1	1	417.7584222	669.1701582	1	1	1	1	1
PF3D7_0207800	1	1	217.2787292	449.6008969	1	1	1	1	1
PF3D7_0207900	1	1	81.13177285	1	1	1	1	1	1
PF3D7_0208000	1	1	181.4952304	495.4150542	1	1	147.7378466	83.12228239	72.11326923
PF3D7_0208300	1	188.7185592	1	1	1	1	187.5230427	70.65952117	146.9615801
PF3D7_0208600	364.5413735	1	544.9795681	163.4278567	1	1	269.3034651	1	71.28683863
PF3D7_0208800	171.7737995	164.2029053	67.85783056	1	1	1	134.0925977	173.5844716	1
PF3D7_0208900	1	1	1	1	1	1	1	1	1651.288045
PF3D7_0209000	1	1	1	1	1	1	643.0885836	2156.72736	7672.569856
PF3D7_0209200	1	1	1	1	1	1	85.9296256	1	1
PF3D7_0209300	125.2882877	1	134.132906	48.55307884	1	1	242.891037	95.41051214	1
PF3D7_0209500	1	1	1	1	189.4301826	143.5165523	1	288.6252173	1
PF3D7_0209600	1	1	114.9036961	364.9851057	1	101.6233174	1	1	1
PF3D7_0210000	1	1	154.5856741	111.4430145	1	1	1	191.7842351	1
PF3D7_0210200	588.8935862	1	1009.36107	1039.582655	1	1	535.3225549	447.7166411	2104.917903
PF3D7_0210400	41.65458905	1	1	1	1	1	1	1	1
PF3D7_0210500	271.2570347	1	59.11222132	1	164.9629873	1	269.8930454	147.0341943	126.2923065
PF3D7_0210600	1	1	72.95490195	134.055713	1003.348804	2372.329948	120.0618787	847.9556609	1
PF3D7_0210700	1	1	1	1	1	106.7868507	1	65.94902061	1
PF3D7_0210800	106.9929645	340.4459357	1	1	226.1276582	1	96.28084296	1	98.43827183
PF3D7_0211200	93.51632691	1	238.1434411	165.7398024	1	1	146.5791011	70.62356021	1
PF3D7_0211400	1	1	1	1	1	1	92.45053406	242.1993943	98.6682635
PF3D7_0211600	1	1	1	166.5181437	1	1	97.91184483	1	1
PF3D7_0211700	276.8521773	1	350.9607478	170.673398	1	1	141.2085584	1	131.8629007
PF3D7_0212200	178.7987877	1	65.95894895	1	1	1	135.6379405	1	96.66221373
PF3D7_0212600	1	1	59.08667161	1	2338.363148	1487.067031	1	1	1
PF3D7_0212700	1	1	1	1	1	1	1	64.37319857	1
PF3D7_0212800	68.23544886	1	1	1	1	1	236.0067279	230.9558755	333.5647082
PF3D7_0212900	100.9933344	1	256.6809664	223.9205405	1	155.1773549	1	1	94.84241192
PF3D7_0213000	129.0752245	1	108.0442902	1	1	1	78.49075591	69.12067553	1
PF3D7_0213400	137.8455008	1	64.5495251	1	1	1	1	1	62.83165014
PF3D7_0213600	118.7575735	1	1	152.9944188	1	1	502.5008939	704.1237074	2292.3253
PF3D7_0213700	1	1	1	1	1	1	1	122.2907124	1
PF3D7_0213800	1	1	1	1	1	1	73.89618834	468.1828258	52.39115892
PF3D7_0213900	120.3220692	213.0578567	1	1	1	1	184.9665666	110.1128511	133.7768242
PF3D7_0214200	1	1	72.83718603	1	1	1	169.460151	1	154.7614865
PF3D7_0214300	1	299.4954371	86.52782819	1	1	1	865.8826321	232.1123329	497.368139
PF3D7_0214500	1	1	1	1	1	1	117.8488422	1	1
PF3D7_0214600	1	1	1	1	3266.25888	1736.896656	1	1	1
PF3D7_0214700	1	1	1	1	134.3268694	460.3275425	1	1	83.40932139
PF3D7_0214800	303.1720425	386.9145692	58.26205191	1	1648.059948	270.6089566	172.6788733	89.87214121	183.0470276
PF3D7_0214900	1	1	1	1310.363911	1	2876.265245	1	1	322.3231361
PF3D7_0215000	158.7389933	1	289.4578835	113.4408904	1	1	967.5138017	442.0615865	994.1535348
PF3D7_0215100	1	1	1	75.94543157	1	1	1	1	1
PF3D7_0215200	1	1	1	1	1	1	1	99.38063916	1
PF3D7_0215300	1	194.3027801	1	1	616.6768647	1	1	1	1
PF3D7_0215600	1	127.469972	130.2791468	1	1	1	165.9948698	94.07185866	1
PF3D7_0215700	174.3429271	270.2596611	154.1316706	1	1	1	162.6051947	84.03335028	148.1484204
PF3D7_0215800	93.47911969	1	154.0789727	1	1	1	89.0332641	1	294.1694339
PF3D7_0215900	1	1	1	1	1	1	1	90.11536215	1
PF3D7_0216000	1	1	133.1883842	141.4747077	1	1	356.6369691	1944.081222	837.5399674
PF3D7_0216200	193.7973757	270.5555238	63.20570784	1	1	1	129.4543506	1	1
PF3D7_0216300	156.8313628	202.262458	111.3178322	1	1	1	331.9294273	91.52894286	1
PF3D7_0216500	1	1	184.5922969	225.2518692	1	1	131.1987594	198.6440661	157.6557648
PF3D7_0216700_1	1	1	1	1	271.0435107	61.54350804	1	1	137.7308324
PF3D7_0216800	1	1	76.51536104	156.1101304	1	1	1	1	1
PF3D7_0216900	1	1	1	48.06458594	1	1	93.29791734	1	677.0155586
PF3D7_0217500	1	1	52.44444509	306.8130621	357.6246714	1640.008153	1	1	261.9965645
PF3D7_0217900	93.85174919	1	142.3124717	96.32535791	1	1	152.7694022	1	1
PF3D7_0218100	1	1	226.8512101	524.775211	1	269.2038191	1	156.3702619	1
PF3D7_0218400	189.498431	200.4854026	1	1	1	1	150.3934049	1	62.72361881
PF3D7_0218500	99.57525536	1	84.09839047	1	1	1	1	1	1
PF3D7_0219100	1	1	1	1	1	1	1	119.9655158	1
PF3D7_0219300	108.8483424	1	46.98730095	88.13880042	1	1	122.6095995	1	1
PF3D7_0219700	77.17346843	723.7094443	1	1	350.2383231	1	1	1	1
PF3D7_0219800	1	151.6118593	1	81.3676274	298.7266711	1	155.6700856	1	1
PF3D7_0219900	1	1	1	1	442.3310381	1	1	1	1
PF3D7_0220000	1119.137054	3478.791083	2376.417716	575.1899384	14999.04649	382.0208566	439.2193143	194.7871963	185.4413826
PF3D7_0220100	116.0044167	426.8471543	103.6266156	1	276.2850683	1	195.5907863	1	86.90292681
PF3D7_0220200	2136.856325	1525.559031	1153.535634	192.6961488	293.6531988	119.1716983	228.8580083	1	1
PF3D7_0220300	102.9490894	1	198.060427	1	1	1	1	1	1
PF3D7_0220500	1	1	1	1	1	768.8393157	1	1	1
PF3D7_0220600	309.1813012	308.2522268	213.4429894	1	1	1	126.1169833	1	1
PF3D7_0220700	272.295861	966.3077768	1	1	265.7766994	1	136.7208133	1	1
PF3D7_0220800	1	1	1	1815.764488	1	1999.230984	1	1	1
PF3D7_0221700	1	144.1431734	1	1	272.2063936	1	1	1	1
PF3D7_0301200	1	97.7675533	1	85.81064873	111.6397453	1	1	1	1
PF3D7_0301300	110.0144077	1	1	1	305.3029609	1	1	1	1
PF3D7_0301400	100.2324518	1	203.9468784	59.31086854	1	1	100.2916377	1	1
PF3D7_0301500	1	139.2326721	1	1	1	1	1	1	1
PF3D7_0301600	262.2711316	686.0321942	1	1	327.1130751	1	169.1246234	1	121.4431446
PF3D7_0301700	350.0891668	313.0829819	288.4181413	162.4147319	1	1	1	1	1
PF3D7_0301800	96.71515834	579.2027624	1	1	642.4337406	94.67755101	1	1	1
PF3D7_0302200	1	1	308.7156956	6908.024708	1	13192.35069	1	1	1
PF3D7_0302500	1	1	174.0855653	3907.305188	1	7391.401836	1	1	1
PF3D7_0302600	275.834928	1	410.8189119	172.4450576	1	1	237.8070024	1	102.5472369
PF3D7_0303000	1	1	59.80356715	1	1	1	1	1	1
PF3D7_0303100	1	1	95.00647242	206.2648022	1	456.2084814	182.8627074	63.76908758	160.2004656
PF3D7_0303200	334.8012879	1	684.7828407	1095.896002	1	1980.468439	406.6713741	362.776281	299.7608294
PF3D7_0303400	1	1	74.12518411	166.8862309	1	1	59.60940182	1	1
PF3D7_0303900	1	1	1	1	1	1	1	1442.528843	1
PF3D7_0304100	1	1	1	1	1	1420.05026	1	2116.869515	76.72014769
PF3D7_0304900	1	128.5190565	1	1	1	1	1	1	1
PF3D7_0305000	96.53356586	1	103.4245936	102.1105679	1	1	76.91233372	1	1
PF3D7_0305800	1	1	1	1	1	1	148.6490814	96.50173823	1305.74208
PF3D7_0306200	318.7995626	133.0772231	91.55165519	1	1	1	274.9758171	1125.8526	90.51768044
PF3D7_0306300	408.9260948	1	187.3660835	1	1	1	293.3920842	208.5921572	1
PF3D7_0306400	1	1	97.0215643	82.20066644	1	1	1	1	1
PF3D7_0306500	1	1	107.0923394	128.1223617	1	1	1	68.10193544	148.7625149
PF3D7_0306800	808.6902981	599.5783359	285.6177882	1	1	1	595.3724511	194.5351258	80.88533744
PF3D7_0307100	177.7113856	307.5365613	101.261305	1	1	1	155.8563272	59.66790497	1
PF3D7_0307300	1	1	1	1	1	1	1	211.5993801	671.2813574
PF3D7_0307500	1	1	192.8016283	98.29638232	1	1	76.57489909	108.0260667	1
PF3D7_0307800	244.8196989	1	324.3655491	178.933485	1	1	114.4724651	1	1
PF3D7_0307900	369.1986002	1	203.4322907	1	1	1	416.5577614	270.9409797	2749.980486
PF3D7_0308000	149.9320919	1	119.4908452	1	1	1	196.9280455	1	217.1493107
PF3D7_0308100	1	1	286.1350961	1515.463635	1	627.4800699	1	132.1141452	1
PF3D7_0308300	1	1	1	1	270.4091914	780.2324557	1	1	1
PF3D7_0308500	475.2647817	201.493049	244.8394757	1	1	1	207.5113741	97.87061044	1
PF3D7_0308600	280.5788963	485.3495695	238.1008979	74.39506354	544.9042344	186.1342491	211.2367996	1	123.8947726
PF3D7_0308700	1	121.1613441	1	1	1	773.6947604	1	1	1
PF3D7_0309000	77.26096899	120.5565308	73.80363516	1	1	1	70.34535033	1	58.94557359
PF3D7_0309100	1	1	1	1	1	1	1	225.6610144	1
PF3D7_0309300	1	1	1	46.27255333	1	1	237.0599366	89.43850195	53.02016829
PF3D7_0310200	1344.991828	2278.450026	785.7709132	455.0980567	3419.990967	190.0408609	902.8074126	331.8658005	191.5014317
PF3D7_0310400	137.0533477	1	1465.441812	1042.493368	1	1	1	197.7793405	62.75280947
PF3D7_0310700	1	1	47.6419359	1	1	1	1	1	1
PF3D7_0311200	312.5804434	1	364.0851195	1	1	1	248.8777631	171.6303178	240.1280031
PF3D7_0311400	1	1	1	1	1	255.1784541	388.2014431	202.7816515	756.4509211
PF3D7_0311600	89.81370878	1	1	1	1	1	152.8891072	69.41850115	103.0502731
PF3D7_0311700	1	1	1	1	1	1	101.2717633	2466.027166	1
PF3D7_0312000	64.31342382	1	50.04861584	1	1	1	85.8859457	1	1
PF3D7_0312500	64.97069487	1	1	1	1	1	1	1	1
PF3D7_0313600	1	1	110.2308725	1	1	1	1	804.207718	984.9839584
PF3D7_0313900	1	1	1	1	1	1	248.4177435	157.0788336	258.1263117
PF3D7_0314000	1	1	175.5855144	374.2704024	1	1	93.42579099	411.2405651	95.0283846
PF3D7_0314100_1	1	1	1	1	217.9847286	1	1	1	1
PF3D7_0314300	338.1025544	1	303.3855815	148.3188627	1	1	159.212056	1	173.3929986
PF3D7_0314500	168.733429	224.6907049	1	1	1	1	1	1	1
PF3D7_0314700	1	1	1	1	1	1	301.4547219	124.9100531	184.9345771
PF3D7_0314800	1	1	116.4327813	585.1660256	1	1	1	1	101.2821201
PF3D7_0314900	1	1	239.9941976	306.0412983	1	328.6850125	207.340452	370.0107677	170.0134254
PF3D7_0315100	74.04117198	121.7632902	1	1	1	1	1	1	1
PF3D7_0315200	1	1	1	1	741.9953983	1	1	1	1
PF3D7_0315400	325.8203218	1	551.8987101	245.1893837	1	1	318.7017567	110.9964307	1
PF3D7_0315500	160.8851364	1	125.9128857	1	1	1	283.8195913	70.78622643	64.34234202
PF3D7_0315600	1	1	1	1	1	1	330.7082654	1	1
PF3D7_0315700	1	1	1	1	1	1	1	258.2609067	1
PF3D7_0315800	124.5954633	276.4431625	67.49178858	1	1	1	140.8279707	72.93877706	1
PF3D7_0316000	1	1	1	1	2318.791977	573.5463886	89.99831608	201.6473254	1
PF3D7_0316100	1	1	102.9806939	1	451.5614577	1	111.8839005	358.0665852	1
PF3D7_0316300_2	1	1	135.2077434	161.5314856	1	1	1	1	1
PF3D7_0316600	119.9005103	1	114.2597758	1	1	1	1	1	1
PF3D7_0316700	1	1	148.5736755	139.9805256	1	1	1	1	56.88970095
PF3D7_0316900	231.9073116	526.9089507	237.8799662	66.34927857	1438.245492	365.4394528	147.0608354	1	1
PF3D7_0317100	1	1	1	1	1	1	94.63575042	1	1
PF3D7_0317200	225.2716371	1	538.7103107	1018.155059	1	532.019442	241.8952017	1	122.1727636
PF3D7_0317400	1	1	57.27446048	1	1	1	1	1	1
PF3D7_0317600	378.6003008	190.7993463	146.0989873	1	1	1	155.1807266	1	1
PF3D7_0317800	450.5669414	140.97822	428.2380438	216.0403841	1	1	276.2832588	1	1
PF3D7_0317900	87.49779814	1	1	1	1	1	1	1	1
PF3D7_0318000	1	1	1	1	1	1	1	1191.601457	1
PF3D7_0318100	121.4454162	1	53.28726829	1	1	1	86.97038282	1	1
PF3D7_0318400	1	1	1	1	1	1	1	94.57341513	929.2571477
PF3D7_0318500	1	1	141.895539	504.2754406	1	3128.148667	105.8154359	316.1140379	1341.869607
PF3D7_0318600	135.1325728	330.6058463	1	1	327.5939944	120.9723371	71.1901844	90.36200816	69.85036809
PF3D7_0318700	1	1	1	1	1198.162967	120.0753986	1	1	1
PF3D7_0318800	1	1	1	1	1	1	1	1	76.13396755
PF3D7_0319000	114.3870787	1	321.4758918	738.2933852	1	195.9737405	235.4944958	62.35359986	228.9561804
PF3D7_0319100	1	1	64.30231309	1	1	1	1	1	1
PF3D7_0319600	397.3820191	228.5329501	166.4955896	1	1	1	180.3000677	1	1
PF3D7_0319700	655.399095	1336.525389	104.1296713	110.0509308	1986.49934	559.9138743	631.1367254	329.79603	674.3492928
PF3D7_0319800	1	1	1	1	1	1	1	101.0447879	1
PF3D7_0319900	75.68962248	107.666858	97.29588106	1	1	1	112.6980304	1	1
PF3D7_0320200	1	1	1	1	1	1	110.2726994	2568.108772	233.0484154
PF3D7_0320300	192.8321374	1	54.86659805	1	1	1	131.4883376	1	53.39864383
PF3D7_0320500	141.048485	1	74.54708419	143.812425	1	947.5330653	1	61.64643504	1
PF3D7_0321100	101.2861288	1	393.0247233	944.2419621	1	484.2825364	1	1	70.37152747
PF3D7_0321300	1	1	69.63494155	98.91329241	1	1	101.377125	259.331709	1
PF3D7_0321400	1	1	1	83.5450239	1	139.3578449	1	1	1
PF3D7_0322100	88.28085883	92.88674864	109.8509912	1	1	1	115.959171	1	1
PF3D7_0322200	1	1	1	1	1	1	1	130.7358931	108.4765203
PF3D7_0322300	235.5255216	1	707.72435	401.0138332	1	1	129.2382392	1	1
PF3D7_0322600	1	1	1	1	1	1	106.2396988	1	1192.920879
PF3D7_0322800	1	1	1	1	1	1	1	1	979.6321009
PF3D7_0323000	1	1	1	1	1	1	1	125.1021122	1
PF3D7_0323200	212.9354269	1	410.0874611	145.9616144	1	1	160.3035854	112.5857992	1
PF3D7_0323300	1	1	1	1	1	1	1	1	94.15829851
PF3D7_0323400	1	1	1	1	4722.337012	1748.01798	1	428.8156371	1
PF3D7_0323500	220.7183782	161.5270962	163.1269306	1	538.7235261	94.77532717	136.2404515	1	84.65429824
PF3D7_0324900	1	1	1	1	1	1	1	1	86.29107861
PF3D7_0401600_1	436.3637675	230.7097944	1	1	1	1	1	1	1
PF3D7_0401800	402.0677002	1	57.87804721	86.20036374	1	346.187335	1	1	1
PF3D7_0401900	1	1106.6735	1	1	838.4337261	1	1	1	1
PF3D7_0402000	2328.678201	545.772647	197.3806742	1	1	1	211.8462362	1	1
PF3D7_0402100	219.1905505	1043.31711	208.3680307	63.79671126	6563.569219	237.2816553	93.95880461	1	1
PF3D7_0402300	1	199.1336826	1	1	16193.73724	2075.953824	1	1	165.7104066
PF3D7_0403100	1	1	51.07710949	1	1	1	1	1	1
PF3D7_0403300	143.6639177	150.2837314	131.8358492	1	1	1	136.8086399	80.15801789	1
PF3D7_0403800	1	1	146.9634516	308.4027198	2445.514618	304.5506894	99.02710712	579.7614141	1
PF3D7_0404000	1	1	1	1	117.2131589	274.2927301	1	189.3786851	1
PF3D7_0404100	1	1	1	136.0982693	1	1	108.1263156	1	133.217878
PF3D7_0404700	1	1	83.60767947	2025.558792	1	4853.745211	1	1	1
PF3D7_0404800	1	1	1	1	1	150.9748174	1	1	1
PF3D7_0404900	1	1	144.821509	315.5802565	1	424.6133972	1	1	1
PF3D7_0405200	1	1	100.7593742	413.6087829	1	927.5424079	104.5575525	220.5202121	146.9065569
PF3D7_0405800	1	1	1	1	1	1	1	119.0514014	1
PF3D7_0405900	1	1	92.99656292	729.9866529	1	2012.924917	1	1	1
PF3D7_0406200	1	251.7545954	1	1	1	223.974823	6575.769628	13418.26616	10132.65257
PF3D7_0406400	106.7235427	126.0352754	79.26339199	44.77487748	1	687.4848246	116.0418069	70.07467763	86.66744405
PF3D7_0406700	1	1	355.0613306	215.4287626	1	1	117.3841957	222.0513407	254.4710005
PF3D7_0406800	57.66467905	1	1	1	1	1	1	1	1
PF3D7_0406900	1	1	1	1	1	1	1	314.7885971	232.7618921
PF3D7_0407000	122.4964766	326.125385	65.97197414	1	1	1	134.2789658	116.0965315	1
PF3D7_0407100	1	1	92.43643697	1	1	1	134.7654496	70.72731255	1
PF3D7_0407200	90.82792718	147.2584402	1	1	570.6183811	1	133.5012915	228.5172645	75.25025896
PF3D7_0407400	158.4889314	1	1	1	1	1	118.5622847	127.8766956	69.53901651
PF3D7_0407600	1	1	1	1	1	1	1	192.814988	82.44496966
PF3D7_0407700	1	1	229.0278126	511.5555093	1	1218.225816	335.6258581	181.4225836	419.2807522
PF3D7_0407800	1	1	434.6094178	2163.259411	1	3856.140445	139.2143001	629.039487	203.0329432
PF3D7_0407900	84.18202553	1	132.4630161	1	1708.287893	548.1422501	71.65439193	1	1
PF3D7_0408000	1	1	1	1	1052.781173	202.1007485	1	100.055884	1
PF3D7_0408200	1	1	1	1	119.9770994	1	1	158.0451123	927.4717287
PF3D7_0408400	1	1	124.148905	1	1	1	171.2095879	136.0574169	72.92946651
PF3D7_0408700	1	1	1	1	1	1	1	77.1409058	73.03015054
PF3D7_0409400	321.2380397	1	1	1	1	1	232.3635053	172.5427159	165.7153947
PF3D7_0409700	59.76637593	1	1	83.93983238	1	130.9006489	74.40035049	192.3164022	1
PF3D7_0410000	211.6394239	452.4215001	1	1	1497.88175	947.4230211	184.0639997	101.6651513	94.68856494
PF3D7_0410500	1	1	1	1	1	1	1	101.6441727	1
PF3D7_0410600	1	1	1	1	1	1	1	1	89.73790493
