NAME	earlytrophozoite	latering	latetrophozoite	earlyschizont	earlyring	lateschizont	gametocyte(developing)	gametocyte(female)	gametocyte(male)
PF3D7.0210000	1	1	154.585674118383	111.443014468697	1	1	1	191.784235067284	1
PF3D7.0210200	588.893586156715	1	1009.36106975341	1039.58265535743	1	1	535.322554913282	447.71664114048	2104.91790315414
PF3D7.0210400	41.6545890497208	1	1	1	1	1	1	1	1
PF3D7.0210500	271.257034662071	1	59.1122213248993	1	164.962987330877	1	269.893045360677	147.034194346524	126.292306468559
PF3D7.0210600	1	1	72.9549019450664	134.05571301916	1003.34880362796	2372.3299480191	120.061878718763	847.955660892211	1
PF3D7.0210700	1	1	1	1	1	106.786850715504	1	65.9490206116374	1
PF3D7.0210800	106.992964482556	340.445935680696	1	1	226.12765815991	1	96.2808429622997	1	98.4382718286928
PF3D7.0211200	93.5163269135845	1	238.143441057852	165.739802420993	1	1	146.579101083471	70.6235602130292	1
PF3D7.0211400	1	1	1	1	1	1	92.4505340639755	242.199394276388	98.6682635017535
PF3D7.0211600	1	1	1	166.518143720013	1	1	97.9118448320294	1	1
PF3D7.0211700	276.852177318719	1	350.960747802027	170.673397982002	1	1	141.208558384956	1	131.862900674895
PF3D7.0212200	178.798787685185	1	65.9589489531216	1	1	1	135.63794049643	1	96.662213730236
PF3D7.0212600	1	1	59.0866716069565	1	2338.36314816065	1487.06703136035	1	1	1
PF3D7.0212700	1	1	1	1	1	1	1	64.3731985725589	1
PF3D7.0212800	68.2354488620437	1	1	1	1	1	236.00672791001	230.955875477403	333.564708206296
PF3D7.0212900	100.99333435923	1	256.68096640199	223.920540524304	1	155.17735494222	1	1	94.8424119230299
PF3D7.0213000	129.07522447434	1	108.044290165523	1	1	1	78.4907559133317	69.1206755317574	1
PF3D7.0213400	137.845500750786	1	64.5495251026183	1	1	1	1	1	62.8316501403406
PF3D7.0213600	118.757573452705	1	1	152.994418824537	1	1	502.500893932533	704.12370738559	2292.32529985725
PF3D7.0213700	1	1	1	1	1	1	1	122.290712391734	1
PF3D7.0213800	1	1	1	1	1	1	73.896188337405	468.182825764748	52.3911589213457
PF3D7.0213900	120.322069238868	213.05785666113	1	1	1	1	184.966566581108	110.112851122109	133.776824249389
PF3D7.0214200	1	1	72.8371860302579	1	1	1	169.460150987471	1	154.761486460341
PF3D7.0214300	1	299.495437067889	86.5278281874062	1	1	1	865.882632058837	232.11233291454	497.368139015459
PF3D7.0214500	1	1	1	1	1	1	117.84884223701	1	1
PF3D7.0214600	1	1	1	1	3266.25888008359	1736.89665561441	1	1	1
PF3D7.0214700	1	1	1	1	134.326869373379	460.327542532589	1	1	83.4093213911408
PF3D7.0214800	303.172042541817	386.91456918485	58.2620519113817	1	1648.0599479884	270.608956565998	172.678873301125	89.8721412132846	183.047027637258
PF3D7.0214900	1	1	1	1310.3639111805	1	2876.26524477992	1	1	322.323136054273
PF3D7.0215000	158.738993278965	1	289.457883456773	113.440890395903	1	1	967.513801678269	442.061586490686	994.153534780024
PF3D7.0215100	1	1	1	75.945431571433	1	1	1	1	1
PF3D7.0215200	1	1	1	1	1	1	1	99.3806391610436	1
PF3D7.0215300	1	194.302780148861	1	1	616.676864746863	1	1	1	1
PF3D7.0215600	1	127.469971991911	130.279146821261	1	1	1	165.994869808396	94.0718586586166	1
