NAME	earlytrophozoite	latering	latetrophozoite	earlyschizont	earlyring	lateschizont	gametocyte(developing)	gametocyte(female)	gametocyte(male)
PF3D7.0629100	131.944663426983	1	98.7651588259518	1	1	1	1	59.8898458723339	1
PF3D7.0629200	234.031695861013	143.918082091854	273.209707461183	72.6153049835859	1	1	173.529873044215	1	1
PF3D7.0629300	1	1	1	1	128.371267743277	442.156002033019	1	1	1
PF3D7.0629500	285.326243282654	250.506458057809	102.742716027488	1	548.330093972838	74.6217407870285	95.8478992744791	1	1
PF3D7.0629600	205.331130183386	312.033843322519	1	1	224.757293218697	1	265.62021226779	1	1
PF3D7.0629900	1	1	1	1	1	1	1	59.2321406244433	1
PF3D7.0630000	1	1	1	1	1	1	1	624.703145910853	1
PF3D7.0630100	1	1	1	1	314.921295789635	1	1	99.2313675684476	1
PF3D7.0630200	1	1	1	1	1	1	1	1234.51153516175	1
PF3D7.0630300	262.741966870804	1	408.904437735723	226.638705826364	1	1	190.269394375988	160.209384366807	1703.4059598094
