genesymbols	earlytrophozoite	latering	latetrophozoite	earlyschizont	earlyring	lateschizont	gametocyte(developing)	gametocyte(female)	gametocyte(male)
PF3D7.1037300	408.762274623572	237.472493937884	284.935185366716	1	1	1	333.390408662313	85.8290213144511	1
PF3D7.1037400	152.335760450894	1	1	1	1	697.422106550416	328.015029511792	94.9311347322263	176.942422804164
PF3D7.1037500	1	1	1	60.0409507894727	1	798.492680303991	72.9731560227503	267.604746750394	80.7153396197529
PF3D7.1037600	153.535083375044	127.367946201634	60.5843740151924	71.8981439858681	1	1	1	179.431498711901	154.618534806372
PF3D7.1037700	92.4040306171107	129.994139230684	1	1	1	1	1	1	1
PF3D7.1037800	1	1	1	1	1	1	1	1	387.227415167897
PF3D7.1037900	1	1	198.933848941652	119.733025419038	1	1	138.211955328278	61.5748554488849	53.7073817220368
PF3D7.1038000.1	544.75903893584	811.921463840854	890.639895067944	1015.55380090946	366.770852682988	878.727021184134	394.782724128361	242.620919598703	152.210888833423
PF3D7.1038000.2	263.245752279387	412.416733003499	410.096954592405	494.911863492501	177.012456149577	416.1561440812	203.917539744032	121.364278611267	76.4914377470101
PF3D7.1038100	177.845608901042	1	162.909183898722	63.542815174194	1	1	179.858000700435	86.497944383839	153.472474045877
PF3D7.1038200	1	1	1	1	1	1	1	1	1
PF3D7.1038300	1	1	1	1	1	1	1	1	467.7037498334
PF3D7.1038400	1	1	1	1	1	1	913.836206579858	996.803494710814	5086.67898140597
PF3D7.1038500	1	1	127.596145435454	76.8565995223339	1	1	96.2888072943447	1	1
PF3D7.1038600	1	1	1	1	1	1	90.4545664674524	1	1
PF3D7.1038700	1	1	1	1	1	1	215.937726962478	78.3823781874633	174.875439318233
PF3D7.1038800	1	438.126737507424	1	1	119.024144811092	1	160.036309007307	1	81.8459768378712
PF3D7.1038900	1	1	1	1	1	1	1	1	1
PF3D7.1039000	311.632354452096	227.951266875666	1	1	119.535521204874	1	1	1	1
PF3D7.1039700	1	1	1	1	1	1	1	1	1
PF3D7.1039900	1	1	1	1	1	1	1	1	1
PF3D7.1040000	1	1	1	1	1	1	1	1	1
PF3D7.1040100	1	1	1	1	1	1	1	1	1
PF3D7.1040200	1	1	1	1	1	1	1	1	1
PF3D7.1040300	1	1	1	1	1	1	1	1	1
PF3D7.1040400	1	1	1	1	1	1	1	1	1
PF3D7.1040500	1	1	1	1	1	1	1	1	1
PF3D7.1040600	1	1	1	1	1	1	1	1	1
PF3D7.1040700	1	1	1	1	1	1	1	1	1
PF3D7.1040900	1	1	1	1	1	1	1	1	1
PF3D7.1041000	1	1	1	1	1	1	1	1	1
PF3D7.1041100	1	1	1	1	1	1	1	1	1
PF3D7.1041200	1	1	1	1	1	1	1	1	1
PF3D7.1041300	1	1	1	1	1	1	1	1	1
PF3D7.1100100	1	1	1	1	1	1	1	1	1
PF3D7.1100200	1	1	1	1	1	1	1	1	1
PF3D7.1100300	1	1	1	1	1	1	1	1	1
PF3D7.1100400	1	1	1	1	1	1	1	1	1
PF3D7.1100500	1	1	1	1	1	1	1	1	1
PF3D7.1100800	1	1	1	1	1	1	1	1	1
PF3D7.1101100	1	1	1	1	1	1	1	1	1
PF3D7.1101200	1	1	1	1	1	1	1	1	1
PF3D7.1101300	1	1	1	1	1	1	1	1	1
PF3D7.1101700	1	1	1	1	1	1	1	1	1
PF3D7.1102200	1	1	1	1	154.424875324625	1	1	1	1
PF3D7.1102300	1	1	1	1	1	1	1	56.0008738815165	207.04290752153
PF3D7.1102400	68.5152508066698	1	87.6193501023246	101.342952895406	1	154.443845802411	1	116.304384917405	1
PF3D7.1102500	1	1	1	1	1	1	1340.16176791944	207.851832653721	276.39788568179
PF3D7.1102600	1	1	1	1	1	1	158.24706486548	1	1
PF3D7.1102700	536.314681300235	4392.09555339206	400.764143412765	243.064145756885	6186.21398175077	301.718007713826	323.442362770067	1	216.158192953766
PF3D7.1102800	3486.50951548657	26380.7380735432	2147.40080705872	1913.41066796273	33210.2228004892	2066.62441412942	2201.09055847488	601.028594326044	1100.85363886188
PF3D7.1102900	1	1	1	1	1	1	1	1	1
PF3D7.1103000	1	1	1	1	1	1	1	1	1
PF3D7.1103100	2560.92618722573	1552.7162796652	1002.76705280027	290.023174275702	279.428260296249	116.264481572823	882.597682545438	684.146834144293	286.240357444575
PF3D7.1103400	392.746122150434	1	564.330767968508	152.767958002741	1	1	366.001178283243	159.676975696297	142.498604301621
PF3D7.1103500	1	1	1	1	1	1	1	2285.65648136225	219.65813823404
PF3D7.1103600	114.156199305451	1	1	1	1	1	68.1785319895792	1	55.3217806265998
PF3D7.1103700	138.986629822757	109.953538311747	119.629933131044	1	1	1	130.373223170845	1	1
PF3D7.1103800	529.749104352114	1	700.826558940302	642.293837721427	833.485359406038	451.848387125519	703.19030057909	690.914547547094	1629.48320747798
PF3D7.1103900	1	1	1	1	1	1	1	1	95.4362912435769
PF3D7.1104000	410.598762285248	255.083320242159	390.084991300103	155.753307190647	1	1	223.419063266999	1	1
PF3D7.1104100	206.671945390488	453.673815498683	319.570451594775	105.987952705835	566.581416889812	82.3772322546849	265.535813123034	1	80.6912153354272
PF3D7.1104200	333.048274126114	711.632735361221	568.025760772365	530.104108727561	285.493772577212	144.967330173531	447.836606166132	138.878240209916	230.126864373218
PF3D7.1104300	212.480298521667	1	480.599395776354	182.240699343172	1	1	301.198119298712	211.597731320187	373.915581420348
PF3D7.1104400	461.752273896685	237.504524886473	561.468199187649	246.098815126744	1	1	418.492869541854	120.857662711714	96.7813834991574
PF3D7.1104500	1	1	1	1	1	1	1	232.466103281826	823.710532611398
PF3D7.1104600	1	1	1	1	1	1	1	158.704526291093	616.275144392825
PF3D7.1104700.1	1	1	1	1	1	1	1	1	1
PF3D7.1104800	60.0680751859402	1	1	1	1	1	120.389878463478	1	1
PF3D7.1104900	1	1	1	1	143.780510135425	2626.28101431508	184.052085646624	252.075290394921	398.07474311316
PF3D7.1105000	1633.07796298162	310.751658284901	3541.9156082362	7191.62426540975	356.379469791343	8415.8104992275	1155.68586760793	1421.64790481469	177.715137591298
PF3D7.1105100	10231.0231639769	1359.83583903726	19790.3052470194	28485.8120628213	1355.16959466222	37136.4051760439	10241.3400674498	20036.0348431467	4011.40324618129
PF3D7.1105200	1	1	1	1	1	1	1	1	176.722495130681
PF3D7.1105300	122.930570841724	1	130.401956103736	126.017410165256	63.5273666885664	235.014078495719	147.178681643554	1	44.4061729909693
PF3D7.1105400	1954.53647991999	1629.79329716222	858.673875881401	249.877078486405	337.036003157923	71.7895921028706	876.91012054496	201.411849676827	294.298891256519
PF3D7.1105500	88.6584311958598	1	197.065723779797	148.218705141274	1	1	1	159.636005010212	52.2297144047384
PF3D7.1105600	276.595727864786	675.580978907228	86.5962828608258	79.7754143118125	1843.82179065712	134.440563049742	110.34398047988	1	111.36875178104
PF3D7.1105700	117.07110646596	116.028096752742	1	1	72.9615922413188	1	115.259736102934	1	57.6692258409268
PF3D7.1105800	286.907580227485	101.803731531727	124.240595464794	1	1	119.871980146673	225.78617867089	1	1
PF3D7.1105900	1	1	1	1	1	1	1	1	1
PF3D7.1106000	298.980422379453	233.167921316314	125.887771187489	1	1	1	136.915062192149	75.9136724392912	1
PF3D7.1106100	1	1	335.117945247167	152.065071291512	1	1	168.466679933185	280.83803553806	167.516670999537
PF3D7.1106200	272.125221301433	1	285.850866779062	1	1	1	221.298193621726	68.5018147389338	137.542318296373
PF3D7.1106300	371.565047315859	1	304.274423851479	223.181773757487	1	1	301.187805575761	111.530702590856	55.4609801081532
PF3D7.1106400	1	1	77.0244801790949	1	1	1	89.8533226254599	1	1
PF3D7.1106500	253.373021296177	149.634678389525	254.476276038792	1	1	1	246.345559360292	1	294.849344364466
PF3D7.1106600	122.719517287499	1	1	1	1	1	139.112669791038	1	72.8659010981345
PF3D7.1106700	211.918731730839	1	156.646920767341	75.3052583021961	1	65.1863283419457	128.322029562049	1	251.130916336742
PF3D7.1106800	296.733097754292	1	205.143225370555	1	1	1	329.935929869043	145.410277971974	225.245917529727
PF3D7.1106900	1	1	1	1	1	1	1	185.852118526232	1
PF3D7.1107000	1	1	1	1	1	1	1	1	1
PF3D7.1107100	1	1	191.423166609556	546.797511020234	1	91.5408714377067	217.473141585776	362.349052578973	210.210734833011
PF3D7.1107200	230.736989487091	1	133.131267530571	58.4497875162881	1	1	206.669964225812	108.610609964021	88.6861947719158
PF3D7.1107300	1192.02129511017	1910.75271681406	1283.80736229863	940.018823506782	1271.51251646861	276.866554507738	1162.56948881759	496.103940458602	1368.25499659688
PF3D7.1107400	1	1	1	1	1	1	1	120.149743199841	1
PF3D7.1107500	1	1	1	1	1	1	1	1	1
PF3D7.1107600	1	1	1	1	1	1	1	1	806.552328930135
PF3D7.1107700	275.920155718368	251.034062916574	101.75802715782	1	245.427033616521	1	401.442816870739	106.592827881166	216.986885973063
PF3D7.1107800	461.465145902346	349.580132295871	181.584026157857	369.738926883827	98.8766622365663	4266.65782637122	350.46710193121	612.134978714088	232.791361984309
PF3D7.1107900	1	1	1	198.991909211175	1	135.812088404844	124.594636163468	364.273211215783	362.099707189956
PF3D7.1108000	376.296778097978	660.681285161293	321.07460383734	185.701945301772	638.274029371429	270.250111145814	457.056094227484	523.742398791221	887.808378835259
PF3D7.1108100	1	1	1	72.6645338826712	1	2351.87964396418	107.106270149384	486.333257685347	1446.39897393387
PF3D7.1108200	1	1	1	1	1	131.500475881147	1	66.2741959740907	234.448718256948
PF3D7.1108300	1	1	60.3106822710669	1	1	1	105.270753946735	1	74.3392432585844
PF3D7.1108400	435.719969534775	337.202625066567	432.13829315464	208.536289459053	84.7288983421287	1	361.169127246196	128.215117223198	1
PF3D7.1108500	98.2736898899146	1	167.819720697584	140.792353755349	1	1	111.412986134218	114.964031256077	112.086625758472
PF3D7.1108600	1511.42701132227	661.794246787805	2272.96600056732	1601.7892793439	1	1	799.271787254224	575.460946049241	101.045780204075
PF3D7.1108700	173.206033910806	115.962490289241	268.814313890608	311.843216478652	1	1	210.95196102948	216.605446669526	298.873141081498
PF3D7.1108800	1	1	1	1	1	1	1	1	1
PF3D7.1108900	98.7304770968694	1	1	1	1	1	101.834460202836	84.9524702416763	165.124609528021
PF3D7.1109100	1	1	1	1	1	1	1	1243.73441893	63.7477660708557
PF3D7.1109200	1	1	1	1	1	1	1	94.5952749544382	201.656345368767
PF3D7.1109400	217.622933400993	395.219163353571	116.458312368267	1	141.374852579706	1	338.961149001972	353.349268883503	240.885530029248
PF3D7.1109900	1157.22938404345	1637.18398587912	598.990674816211	234.557168468511	620.361453660697	79.0097703116842	584.727212336573	86.5056807195132	145.464886888248
PF3D7.1110000	1	1	1	1	1	1	1	1	1
PF3D7.1110100	76.4541872894691	1	181.906727957387	315.791361937304	1	366.438735546792	100.525662481665	149.394807256349	74.0693822284238
PF3D7.1110200	341.770445033579	333.152904219045	304.847672474658	289.897697442372	269.055391686093	70.0203760825398	209.992303312846	61.73971899494	121.380781405466
PF3D7.1110300	139.200861174382	264.546586020736	1	1	1	1	125.112914630603	102.606287978672	1
PF3D7.1110400	586.075452558835	1388.95216651984	719.098246889561	378.147678728979	807.338242800965	106.130050013325	571.713327822144	240.605149837328	463.912936590335
PF3D7.1110500	188.597264689145	1	275.717048494581	215.254297822564	1	1	147.01162569645	339.530382784701	189.937399405312
PF3D7.1110600	92.5671719727512	1	68.8902798952955	90.9747829901246	1	1	108.503937972606	76.8125358154719	63.4455113928686
PF3D7.1110700	1	1	1	1	1	1	1	1	1
PF3D7.1110800	1	1	1	1	1	1	112.029301852671	314.381463124333	871.335483546081
PF3D7.1110900	208.143053253292	186.331155693686	118.81915520082	1	124.995231947939	1	112.829138893221	165.616368590809	117.418834458402
PF3D7.1111000	1	1	1	1	1	1	1	1	1
PF3D7.1111100	81.7405695582222	1	101.645041199152	1	1	1	139.707091917842	1	134.424986021498
PF3D7.1111200	128.528840377501	1	63.8347974380808	1	1	1	135.369495909132	1	72.979201604195
PF3D7.1111300	1	1	98.8622828037939	1	1	1	1	1	1
PF3D7.1111400	173.429510520197	1	140.421384798494	1	1	1	230.422984285861	78.6339236764725	182.991016880542
PF3D7.1111500	1	1	53.7926290589366	1	1	1	1	1	79.5037569889038
PF3D7.1111600	1	1	1	1	1	1	1	108.133077769511	1
PF3D7.1111700	110.582207948003	108.687169893914	157.69905292109	1	1	1	119.677970084297	1	1
PF3D7.1111800	1	1	138.82079938621	76.9806891120891	1	1	75.5196459332348	196.611014099291	1
PF3D7.1111900	128.601745350768	1	85.0554543586594	56.0865753234851	1	1	287.991944805701	93.1439299977883	1
PF3D7.1112000	111.989956825326	1	96.6651158572109	62.2510264122603	217.535983114581	1	122.76360140875	222.611489410528	138.861442113337
PF3D7.1112100	402.973512453696	1	719.041849513548	1071.76902485755	404.947358678659	1232.66249362945	427.033720003329	288.808418043246	279.450507581534
PF3D7.1112200	74.6867184929683	1	50.6125292284625	1	1	1	1	176.010334551744	1
PF3D7.1112300	157.912952979556	1	151.387514196756	1	1	1	154.569607985273	103.956082087894	50.0844026883583
PF3D7.1112400	111.242830377609	1	201.907426426781	65.0554504769847	1	1	151.759366661742	121.574418110945	56.3985149658394
PF3D7.1112500	153.583585746928	115.657608246913	1	1	1	1	83.6166626492306	1	1
PF3D7.1112600	144.671484164213	1	118.735272933235	95.8533090952227	1	1	235.609305379882	155.563583581365	588.684529077261
PF3D7.1112700	97.5395230055237	1	1	1	1	1	110.537393750115	1	343.706709772419
PF3D7.1112800	1	1	1	1	1	1	1	1	1
PF3D7.1112900	1	1	1	163.385823997093	1	158.11637219744	1	1	1141.65334355901
PF3D7.1113000	1	1	94.3517124170593	1940.96331607904	1	631.788309781451	194.673253511859	1	351.110726150412
PF3D7.1113100	169.095059022445	363.902347349871	218.395943610336	219.078435731299	524.528313539349	327.951392696712	149.069494687331	115.293381710482	247.109850115643
PF3D7.1113200	1	1	1	1	1	1	1	1	1
PF3D7.1113300	158.911059032609	1	310.857457163448	193.864157774992	1	1	149.95108109596	70.1883746625893	1
PF3D7.1113400	202.725126369574	101.863465394673	108.926295635188	70.4672663879508	212.086853101575	121.630275173794	114.901169596935	58.618499540467	1
PF3D7.1113500	1	1	73.9660235976771	1	147.502712138721	1	1	1	1
PF3D7.1113600	167.526781018433	134.59167274342	205.213879013031	1	92.5408240130152	1	111.011508876249	1	1
PF3D7.1113700	202.90898570928	94.9680218303575	227.847444088785	1	1	1	129.718769973967	110.790676011383	1
PF3D7.1113800	155.499073741352	1	276.952207939427	218.260054623673	1	1	134.02709624913	1	114.128240078477
PF3D7.1113900	1	1	1	1	1	1	1	1	712.877090888314
PF3D7.1114000	1	1	1	1	1	1	1	1	1
PF3D7.1114100.1	1	1	1	1	1	1	1	1	1
PF3D7.1114100.2	1	1	1	1	1	1	1	1	1
PF3D7.1114200	119.459450688277	372.468830686356	1	1	498.367987607477	1	244.160703005397	88.9010393705448	89.0440971512855
PF3D7.1114400	173.102725154566	1	56.4685445076102	1	1	1	79.6944643120575	1	1
PF3D7.1114500	1	1	75.5787677937585	1	1	1	1	83.8930289024419	1
PF3D7.1114600	1	1	1	1	1	1	1	1	1
PF3D7.1114700	155.654385038345	267.741140931381	256.963148276085	267.227337578192	1	151.641993527653	202.016034269098	116.447975359774	538.363895013213
PF3D7.1114800	1	1	1	81.1230885404671	1	1	1	84.774816038219	1
PF3D7.1114900	1	1	282.473102152194	967.138920400412	1	469.348972020829	1	273.198296408871	176.477704186133
PF3D7.1115000	172.193290526562	1	177.206689109551	1	1	1	1	1	1
PF3D7.1115100	1	1	1	1	1	1	1	295.305100350305	1
PF3D7.1115200	1	140.903595519547	203.097275970972	285.472325730131	1	208.71279224053	194.724001947225	811.427835740833	1
PF3D7.1115300	272.056410259252	276.355464149614	1	1	1	1	103.641647688394	1	1
PF3D7.1115400	332.084494703748	478.936628824312	629.592918786691	362.851050579315	863.190168438176	1	524.639557412851	280.624555023728	219.621627627221
PF3D7.1115500	1	1	87.5214530290298	1	139.159229547391	1	82.8503600278863	1	1
PF3D7.1115600	168.259112505438	1	473.592411841361	494.992817059393	1	1	227.53141168492	1	86.239096020655
PF3D7.1115700	607.835506320349	282.966663925473	73.3361833895626	1	247.677453144254	1	194.974463287251	1	1
PF3D7.1115800	132.449317385482	1184.24654136241	132.38962418279	129.613579820776	3868.95442257426	112.934658295969	121.835182887813	1	114.308433470739
PF3D7.1115900	1	1	1	1	1	93.1516903832376	1	127.219003599593	1
PF3D7.1116000	1	1	188.189007257524	4058.38401122518	76.9932058847122	5919.60799844183	1	1	1
PF3D7.1116100	491.650200746075	1	1246.16957759215	2063.04289938839	2325.00001484906	1568.82301833374	281.502901107061	243.88503027512	483.190181110193
PF3D7.1116200.1	1	1	1	1	1	1	1	1	1
PF3D7.1116300	1	1	1	1	1	1	1	1	1
PF3D7.1116400	174.404592690091	333.314563742521	215.61678068341	174.331991616993	1	175.015210812835	169.318403715411	415.069589030076	69.039553761303
PF3D7.1116500	1	1	1	1	1	126.53733689309	1	75.1655626694466	1
PF3D7.1116600	1	1	51.3625488957352	1	1	1	1	1	1
PF3D7.1116700	612.87026666584	526.248574889536	373.914201570034	60.9266748432151	1008.35334043394	289.447362609738	172.290337107172	1	1
PF3D7.1116800	540.108991925781	2374.8009113657	332.417592966766	209.429907680362	7055.39420929724	326.797162046158	459.320136301633	213.207021919097	182.104892991637
PF3D7.1116900	1	1	1	1	1	1	1	208.247221586922	1
PF3D7.1117000	1	1	1	1	1	1	1	82.2376661946304	204.948266981986
PF3D7.1117100	181.554219659966	1	355.384653546596	225.25810267505	1	1	346.215893110171	430.920028178261	177.678421997099
PF3D7.1117200	1	1	1	1	1	1	105.672794716188	1	375.838430676679
PF3D7.1117300	1	160.425392041262	142.635059612717	170.234442417919	129.188346807447	1	1	80.6883692689177	1
PF3D7.1117400	1	1	1	550.628865113156	1	819.514831776238	1	109.754013895182	1
PF3D7.1117500	400.126538429209	1	266.070357572834	179.475228590897	105.288730089974	123.54906017322	217.332768735566	1	1
PF3D7.1117600.1	1	1	1	1	1	1	1	1	1
PF3D7.1117600.2	1	1	1	1	1	1	1	1	1
PF3D7.1117700	2010.89025590039	1452.5735630853	2155.44129983084	1038.39198778501	324.511774292961	223.108725088105	1457.02629279514	517.609827364565	154.526983341775
PF3D7.1117800	164.356136730474	89.0643636571542	256.772529317214	166.691222181802	1	1	277.402558054827	120.730229938046	194.067564764075
PF3D7.1117900	76.0939733675694	1	322.607291723646	401.178274201698	1	1	346.278283199613	253.263495190859	221.394105111152
PF3D7.1118000	1	1	1	1	1	1	1	1	1
PF3D7.1118100	1	1	1	1	1	1	1	1	1
PF3D7.1118200	419.705886775673	164.883578431113	171.040457063235	1	1	1	326.182225632015	253.613495641431	175.1228986663
PF3D7.1118300	281.282522345252	1086.12490548561	411.73856159838	174.10392091547	458.995412786294	158.314172459374	239.998065866077	270.521925649733	296.286796716339
PF3D7.1118400	1	1	77.1361252353416	263.028584429317	1	1	1	123.787751146911	1
PF3D7.1118500	130.721915989153	208.791888406527	1	83.0244457609982	181.287448422975	1	104.712205113302	1	154.336509062502
PF3D7.1118600	1	128.995770458563	1	1	238.994333431523	1	1	1	44.4445685242391
PF3D7.1118700	1	1	1	624.95965624784	1	1407.14195545173	1	444.511589859651	127.849258362498
PF3D7.1118800	1	1	1	1	1	1	99.7113246977235	779.080452506787	466.970049934448
PF3D7.1118900	1	1	1	1	1	1	1	349.514859531481	159.480741144408
PF3D7.1119000	334.942506507116	1	456.620790338941	278.789640119354	1	1	304.802138357111	138.918557984645	135.319230530939
PF3D7.1119100	309.021856074788	140.51692427758	178.042241908066	67.5948778382572	1	1	227.6729266082	370.408576751217	184.923947187938
PF3D7.1119200	95.0933849060505	293.545309343616	63.1741992769647	1	90.9183364204151	1	227.759792637755	592.495425169528	122.242632371439
PF3D7.1119300	352.012800620231	321.272600176554	319.688642858282	127.35435330025	1	1	252.316220537936	71.6711167087709	137.215221449338
PF3D7.1119400	181.052937675761	138.500057249655	357.124607598139	391.825626587559	1	99.3091114319778	208.682570850553	107.72253951619	339.067418515239
PF3D7.1119500	1	1	111.685026997541	89.0253256374078	1	1	87.7770917242304	128.767182332204	86.4078450780144
PF3D7.1119600	86.1406654614666	1	93.8292186477801	1	73.2058759758062	1	122.68023443581	1	1
PF3D7.1119700	1	1	1	1	90.4174755819021	93.4132716070303	1	1	1
PF3D7.1119800	125.936464826809	178.989306415431	114.307518094376	116.43779693248	1	1	190.097705753078	37.7060018726562	76.4019214035769
PF3D7.1119900	215.049243831781	526.260813080235	315.072320169727	202.185151131272	86.3213495734455	77.7656547026586	214.69008536123	138.832255533261	101.573838823585
PF3D7.1120000	705.576279398108	922.093003353395	354.76689056405	141.44242007277	286.775082286034	1	600.81983956583	195.731372471576	365.895423071476
PF3D7.1120100	1034.43054354447	703.855631537774	454.988202167018	186.817490221719	86.4117367933726	1	369.789081784865	68.6675667796268	203.549659858222
PF3D7.1120200	1	1	1	1	1	1	1	1	1
PF3D7.1120300	162.206412870535	1	102.052763009939	52.6574583174709	1	1	1	1	1
PF3D7.1120400	1	1	1	1	1	1	1	1	1
PF3D7.1120500	516.954621875996	384.49925913885	348.564800251626	79.9890698345091	134.40185755296	1	390.91556402172	140.855118107787	99.2322357032284
PF3D7.1120600	453.803177564127	1	282.021442045755	143.416482048021	1	1	274.543948230733	339.385392836904	2270.82874076386
PF3D7.1120700	85.4796326675403	1	95.3935764252764	68.3021813092774	1	1	236.237608674102	4439.59024920807	144.540986109981
PF3D7.1120800	1	1	1	1	1	1	1	1	1
PF3D7.1120900	1	1	1	1	1	1	1	1	1
PF3D7.1121000	1	1	66.7900637021878	134.160185417005	1	1	100.038265706532	677.408147453863	100.485161839926
PF3D7.1121100	217.684326118081	443.488374714964	331.789591110956	695.63358419173	178.609492412435	321.6942996266	407.967499590214	218.904761128755	251.007956995758
PF3D7.1121200	1	1	1	1	1	1	1	1	1
PF3D7.1121300	1	1	914.868271487738	611.823270575572	1	1	1	1	1
PF3D7.1121400	111.367387578649	1	96.7433674804768	55.2912423653602	1	1	67.4064812234795	137.326904727329	134.076130401166
PF3D7.1121500	128.417708395741	1	86.6894561377684	76.6270895339934	136.593700849258	1	1	75.8363765041894	1
PF3D7.1121600	6513.41642869676	4430.79985732875	1897.24884164785	602.337234160547	9761.88498804748	577.045666173248	2090.04982373367	213.976083581575	515.780219546958
PF3D7.1121700	330.084195136748	393.682180517509	285.427346899763	1	905.932075954083	1	244.295833019449	81.360038217823	115.739211752339
PF3D7.1121800	1	1	1	1	1	1	1	184.173569689129	176.453306185873
PF3D7.1121900	1	1	117.331515164046	139.050886608509	1	1	1	109.824576439748	116.736265596357
PF3D7.1122000	1	1	1	1	1	1	1	1	1
PF3D7.1122100	1	1	131.117347204196	137.127404019794	1	1	77.3494163326675	136.228648070974	96.1425174736231
PF3D7.1122200	231.651088891486	419.958569714557	1	1	203.272629684004	405.68171451615	354.043459615293	415.036116539898	732.610421622571
PF3D7.1122300	1	409.983155754228	1	145.025688498048	1	1	208.679045179175	264.954312083175	48.7487822414636
PF3D7.1122400	189.394858641376	205.18370806608	195.876080026249	1	1	1	245.191286019876	84.9024280139061	133.104908313188
PF3D7.1122500	191.864140171504	1	352.996173445018	436.203823617366	1	85.1019152504169	153.97031154696	167.665432108808	277.778736388704
PF3D7.1122600	1	1	1	104.673743452894	1	1	272.40861046707	306.591467058578	1019.1038360832
PF3D7.1122700	1	1	55.4889198196854	109.295983006459	1	1	1	1	1
PF3D7.1122800	63.7345012764566	140.859495023486	98.4231863884252	165.141284750655	954.566982377596	189.999357826025	160.167526714625	76.6262861036073	128.867483898246
PF3D7.1122900	1	1	1	1	1	1	165.665764241161	1	3250.21164770555
PF3D7.1123000	850.042323632837	1671.06618386298	976.603622144223	699.941986709201	609.293165875104	744.070443344077	856.124021196968	333.115544897727	492.365402564756
PF3D7.1123100	585.801628910816	1220.05249357393	715.31278905361	1219.42369492299	376.240187565693	1661.09649786086	1372.18446136588	797.079091420861	1050.47656559888
PF3D7.1123200	1	1	120.106480409789	131.953081902157	1	304.923358095829	1	1	192.527142642824
PF3D7.1123300	174.674528406077	137.443321271554	171.55395665243	175.673665476773	1	164.015213343398	131.940018614232	1	153.883249343892
PF3D7.1123400	637.045304093265	619.520625654259	236.923781152888	1	140.216636974326	1	343.266746015312	198.651342605322	84.6188009965383
PF3D7.1123500	320.147777863909	528.998093547917	372.475790799402	200.121720429935	173.613409800995	336.830922529391	506.866631136131	231.670954402013	185.033201196277
PF3D7.1123600	171.491197197406	1	117.149428298663	1	1	1	285.444310931484	89.8418926244897	114.612856363641
PF3D7.1123700	70.8572742802223	1	73.8881083596815	1	1	1	113.810099927514	85.3591314889005	1
PF3D7.1123800	166.915681425712	1	551.286975227389	351.688029071967	1	1	125.746047933764	68.4017304193969	105.593572240588
PF3D7.1123900	103.369696569688	244.174099031675	1	1	91.525746999342	1	190.675000708341	1	1
PF3D7.1124000	115.145297799394	1	214.362446014572	158.995620549706	1	1	296.59994753961	711.49054481081	332.915208048422
PF3D7.1124100	555.188469121364	413.748630012827	727.406156716413	578.935671775508	1	1	453.3597674975	327.173090725149	145.054956716766
PF3D7.1124200	1	1	84.7285715850225	266.117631476083	1	142.783737899536	133.886165575701	83.7249788053367	550.957116172315
PF3D7.1124300	188.429596170556	147.267171088286	258.570955874593	89.2657281098903	103.314209349282	1	124.633646737769	1	155.175646290073
PF3D7.1124400	1	1	1	1	1	1	1	109.66127521392	1
PF3D7.1124500	1	1	1	1	1	1	108.46599099482	237.822318771985	90.7798739450232
PF3D7.1124600	128.95957094625	1	353.988380787997	149.771512558235	546.348853524016	254.379957910667	172.418622071411	1	69.1359210262263
PF3D7.1124700	307.613565573306	130.384510918769	1	1	97.5892248833407	1	296.383064313622	130.987832997111	65.1241376389024
PF3D7.1124800	603.85734819011	1399.25046191768	283.21650526522	1	237.760830982945	130.481432708657	437.954002366648	597.189441397965	255.020675612458
PF3D7.1124900	1438.78920291798	1173.27932615971	611.344086309688	151.901839861003	260.737901881171	1	829.695202097739	1527.00381891043	332.393582704851
PF3D7.1125000	1	1	107.247352759657	107.730873929443	1	1	1	94.1245905635046	1
PF3D7.1125100	88.19931583569	1	88.5057557310736	1	1	1	148.011591354503	106.002169400599	258.118873071965
PF3D7.1125200	79.1095632360024	159.234122772584	89.8703663751883	1	1	1	107.112086040296	119.357143442947	53.8627324159372
PF3D7.1125300	532.201202656891	163.150113133147	155.093970929404	1	1	1	415.47737196265	563.289150620022	400.905148607172
PF3D7.1125400	429.043295327754	346.797421083065	1	1	1	1	346.747121657044	96.7037704125587	261.905104437002
PF3D7.1125500	1	147.720682269391	1	1	1	1	1	1	1
PF3D7.1125600	1	1	1	95.9958616863886	1	1	158.413269691374	1	58.9392223865299
PF3D7.1125700	1	1	1	1	1311.83252072515	515.663782946142	1	1	1
PF3D7.1125800	1	1	1	1	2045.72130872649	418.767686062162	1	1	1
PF3D7.1125900	220.296333673528	322.992379985651	156.413831942085	1	270.657505891699	1	269.192343827713	101.295186475523	1
PF3D7.1126000	488.684988019177	445.02511128712	199.567913054147	158.879299941909	1	1	381.639528650656	105.428857046319	115.002307094566
PF3D7.1126100	97.2998037058844	1	122.859384212036	66.9870618998069	1	1	57.8309143050619	1	1
PF3D7.1126200	945.183450238741	784.203065183259	443.728765544123	214.99699246476	257.216711655394	1	471.441300051294	146.127342532442	183.107837115084
PF3D7.1126400	192.96598933323	1	95.3993165975248	1	1	1	177.253776118834	129.607434550234	100.491778635487
PF3D7.1126500	390.877383599219	577.368648638519	103.322245321645	1	381.717581558926	1	401.096955221887	248.356629478791	185.124026366373
PF3D7.1126600	127.062844486091	1	1	1	1	1	190.380335853063	260.135431662869	115.353629095702
