genesymbols	earlytrophozoite	latering	latetrophozoite	earlyschizont	earlyring	lateschizont	gametocyte(developing)	gametocyte(female)	gametocyte(male)
PF3D7.0509700	1	1	1	1	1	1	1	1775.1906031459	1
PF3D7.0509800	430.355566542879	346.154166594323	400.834126281662	270.359367911745	1078.08021763609	857.096405957225	407.778706558047	279.960766788201	275.679625324686
PF3D7.0509900	1	1	82.8782524897163	1	1	1	1	1	1
PF3D7.0510000	1	1	56.2862011741224	112.568898892008	1	1	93.6854821937381	155.468376318349	332.765874688303
PF3D7.0510100	800.93666475913	98.6550993637571	1546.52999768781	1907.3040485138	1	1605.43217677183	619.217386084646	195.985745565425	736.181978322595
PF3D7.0510200	248.151873489606	280.881251343439	216.513277812988	257.098890635551	1	1	264.543243664355	210.753446212451	178.465741929361
PF3D7.0510300	1	1	1	1	1	1	1	1	1
PF3D7.0510400	80.5419017722243	1	1	1	1	1	1	1	1
PF3D7.0510500	497.684101305266	157.099147551093	659.614398391022	462.54851640268	141.753843529718	1	428.554457066328	73.5480600614238	355.395699762294
PF3D7.0510700	1	1	1	1	1	1	1	753.939220714268	1
PF3D7.0510800	1	1	1	1	1	1	1	227.879989355751	293.662441103212
PF3D7.0511000	471.480999903494	120.247765856802	248.050386836103	103.19132182161	1	1	238.249930793634	208.573159249693	1
PF3D7.0511100	1	1	1	1	1	1	1	75.0600345047303	1
PF3D7.0511200	314.481320682053	1	1244.47118977528	956.506745906364	1	59.8008583827097	1	550.366908296914	261.866043736379
PF3D7.0511300	278.347351066429	109.680960415332	162.953672138298	1	1	1	218.685619463034	204.954885674904	210.034635495805
PF3D7.0511400	1	1	1	1	1	1	1	1	1
